** CONVERTED FROM M:\glab\tmp\demo_2010-07-30-15h06m47.edf using edfapi 3.0 Win32 Dec 19 2008 on Fri Jul 30 15:06:47 2010
** DATE: Fri Jul 30 14:28:14 2010
** TYPE: EDF_FILE BINARY EVENT SAMPLE TAGGED
** VERSION: EYELINK II 1
** SOURCE: EYELINK CL
** EYELINK II CL v3.10 Jan  4 2007
** CAMERA: EyeLink CL Board=0.3 Sensor=BID
** SERIAL NUMBER: CL1-6CA02
** CAMERA_CONFIG: 6CA02140.scd
**

MSG	12641994 DISPLAY_COORDS 0 0 799 599
MSG	12642044 RECCFG CR 1000 2 1 R
MSG	12642044 GAZE_COORDS 0.00 0.00 799.00 599.00
MSG	12642044 THRESHOLDS R 68 211
MSG	12642044 ELCL_PROC CENTROID (3)
MSG	12642044 ELCL_PCR_PARAM 5 3.0
START	12642045 	RIGHT	SAMPLES	EVENTS
12649717	  372.0	  308.6	 3301.0	...
12649718	  372.9	  308.0	 3299.0	...
12649719	  373.8	  308.1	 3294.0	...
12649720	  373.6	  308.2	 3288.0	...
12649721	  373.3	  308.6	 3290.0	...
12649722	  373.3	  308.7	 3291.0	...
12649723	  373.4	  308.6	 3282.0	...
12649724	  373.4	  308.6	 3273.0	...
12649725	  373.5	  308.4	 3262.0	...
12649726	  373.5	  308.3	 3259.0	...
12649727	  374.8	  306.1	 3257.0	...
12649728	  375.1	  306.3	 3253.0	...
12649729	  375.4	  306.1	 3252.0	...
12649730	  375.7	  305.9	 3267.0	...
12649731	  376.0	  306.0	 3258.0	...
12649732	  377.5	  306.0	 3249.0	...
12649733	  377.7	  306.1	 3242.0	...
12649734	  377.4	  306.3	 3256.0	...
12649735	  377.1	  308.1	 3270.0	...
12649736	  377.1	  308.7	 3299.0	...
12649737	  376.7	  308.7	 3300.0	...
12649738	  376.9	  308.7	 3301.0	...
12649739	  377.2	  308.9	 3312.0	...
12649740	  378.0	  307.7	 3303.0	...
12649741	  378.5	  307.9	 3308.0	...
12649742	  379.0	  307.9	 3313.0	...
12649743	  379.6	  307.8	 3310.0	...
12649744	  379.8	  307.8	 3318.0	...
12649745	  380.0	  307.8	 3317.0	...
12649746	  379.8	  307.5	 3320.0	...
12649747	  380.0	  307.6	 3316.0	...
12649748	  380.0	  307.6	 3320.0	...
12649749	  379.9	  308.0	 3321.0	...
12649750	  380.2	  307.5	 3319.0	...
12649751	  379.9	  307.1	 3325.0	...
12649752	  379.7	  308.0	 3326.0	...
12649753	  380.1	  307.5	 3326.0	...
12649754	  380.0	  308.3	 3325.0	...
12649755	  379.9	  309.2	 3322.0	...
12649756	  379.9	  308.8	 3328.0	...
12649757	  380.1	  308.4	 3328.0	...
12649758	  380.3	  308.0	 3325.0	...
12649759	  380.5	  307.8	 3327.0	...
12649760	  380.7	  307.7	 3330.0	...
12649761	  381.1	  307.6	 3328.0	...
12649762	  381.6	  307.2	 3327.0	...
12649763	  381.7	  307.4	 3337.0	...
12649764	  381.8	  307.4	 3324.0	...
12649765	  382.0	  307.8	 3318.0	...
12649766	  381.8	  308.2	 3316.0	...
12649767	  382.1	  307.2	 3313.0	...
12649768	  382.5	  306.3	 3310.0	...
12649769	  382.8	  306.3	 3316.0	...
12649770	  383.1	  305.9	 3321.0	...
12649771	  383.6	  306.3	 3336.0	...
12649772	  383.7	  306.7	 3333.0	...
12649773	  383.9	  306.4	 3330.0	...
12649774	  384.2	  306.9	 3329.0	...
12649775	  384.4	  306.9	 3328.0	...
12649776	  384.6	  307.1	 3327.0	...
12649777	  384.7	  306.4	 3327.0	...
12649778	  385.2	  307.0	 3311.0	...
12649779	  385.6	  307.2	 3313.0	...
12649780	  385.8	  307.2	 3315.0	...
12649781	  386.0	  307.2	 3334.0	...
12649782	  386.5	  307.1	 3335.0	...
12649783	  386.4	  307.4	 3336.0	...
12649784	  386.4	  307.7	 3338.0	...
12649785	  386.7	  307.6	 3340.0	...
12649786	  386.9	  307.5	 3321.0	...
12649787	  388.2	  307.6	 3317.0	...
12649788	  388.1	  307.7	 3319.0	...
12649789	  388.0	  308.0	 3321.0	...
12649790	  388.0	  307.7	 3328.0	...
12649791	  388.7	  307.4	 3324.0	...
12649792	  389.4	  307.0	 3320.0	...
12649793	  389.8	  307.0	 3325.0	...
12649794	  389.7	  307.0	 3331.0	...
12649795	  390.7	  307.4	 3338.0	...
12649796	  390.8	  307.4	 3340.0	...
12649797	  390.9	  307.4	 3332.0	...
12649798	  391.0	  307.4	 3323.0	...
12649799	  391.1	  307.3	 3316.0	...
12649800	  391.4	  307.4	 3324.0	...
12649801	  391.4	  307.4	 3318.0	...
12649802	  391.7	  307.2	 3327.0	...
12649803	  392.1	  307.1	 3321.0	...
12649804	  392.1	  307.1	 3316.0	...
12649805	  392.1	  307.7	 3322.0	...
12649806	  392.0	  308.4	 3327.0	...
12649807	  392.1	  308.8	 3346.0	...
12649808	  392.3	  308.9	 3336.0	...
12649809	  392.7	  308.9	 3326.0	...
12649810	  393.0	  308.7	 3326.0	...
12649811	  392.6	  309.0	 3327.0	...
12649812	  392.3	  309.3	 3328.0	...
12649813	  392.8	  308.7	 3326.0	...
12649814	  393.3	  308.8	 3325.0	...
12649815	  393.6	  308.9	 3330.0	...
12649816	  394.0	  308.8	 3326.0	...
12649817	  394.0	  309.6	 3329.0	...
12649818	  394.0	  309.1	 3333.0	...
12649819	  395.3	  308.7	 3327.0	...
12649820	  396.5	  308.4	 3322.0	...
12649821	  396.5	  308.1	 3326.0	...
12649822	  396.5	  308.6	 3331.0	...
12649823	  396.5	  309.0	 3332.0	...
12649824	  396.5	  309.6	 3333.0	...
12649825	  397.1	  309.4	 3325.0	...
12649826	  397.6	  309.2	 3329.0	...
12649827	  397.9	  309.4	 3332.0	...
12649828	  398.1	  309.1	 3347.0	...
12649829	  397.9	  309.5	 3357.0	...
12649830	  397.8	  309.2	 3367.0	...
12649831	  397.7	  308.8	 3362.0	...
12649832	  398.3	  308.5	 3358.0	...
12649833	  398.8	  308.1	 3359.0	...
12649834	  399.9	  307.7	 3359.0	...
12649835	  400.1	  308.2	 3360.0	...
12649836	  400.3	  307.7	 3366.0	...
12649837	  400.2	  308.5	 3369.0	...
12649838	  400.5	  308.3	 3370.0	...
12649839	  400.4	  309.1	 3363.0	...
12649840	  400.5	  308.8	 3357.0	...
12649841	  399.8	  309.0	 3367.0	...
12649842	  399.1	  309.2	 3377.0	...
12649843	  400.0	  308.5	 3373.0	...
12649844	  400.4	  307.8	 3380.0	...
12649845	  400.6	  308.1	 3373.0	...
12649846	  400.6	  308.5	 3371.0	...
12649847	  400.5	  309.5	 3368.0	...
12649848	  401.2	  308.6	 3368.0	...
12649849	  401.8	  307.8	 3368.0	...
12649850	  401.6	  308.4	 3369.0	...
12649851	  402.3	  308.4	 3370.0	...
12649852	  402.3	  308.5	 3372.0	...
12649853	  402.3	  308.7	 3373.0	...
12649854	  402.5	  308.8	 3373.0	...
12649855	  402.4	  308.7	 3374.0	...
12649856	  403.6	  308.6	 3370.0	...
12649857	  403.9	  308.8	 3377.0	...
12649858	  404.2	  308.6	 3366.0	...
12649859	  404.9	  308.4	 3370.0	...
12649860	  405.7	  308.4	 3374.0	...
12649861	  406.0	  307.5	 3370.0	...
12649862	  405.6	  307.9	 3375.0	...
12649863	  406.2	  306.7	 3375.0	...
12649864	  406.1	  306.4	 3376.0	...
12649865	  405.9	  306.7	 3396.0	...
12649866	  405.6	  306.9	 3402.0	...
12649867	  405.5	  308.3	 3401.0	...
12649868	  405.5	  308.7	 3411.0	...
12649869	  406.3	  308.5	 3408.0	...
12649870	  407.0	  308.8	 3406.0	...
12649871	  407.0	  308.7	 3407.0	...
12649872	  406.7	  308.8	 3408.0	...
12649873	  407.0	  308.4	 3400.0	...
12649874	  406.7	  309.1	 3396.0	...
12649875	  407.6	  308.9	 3392.0	...
12649876	  407.8	  308.7	 3390.0	...
12649877	  408.0	  307.5	 3387.0	...
12649878	  409.5	  307.3	 3354.0	...
12649879	  409.8	  307.3	 3364.0	...
12649880	  409.4	  307.2	 3374.0	...
12649881	  409.4	  307.2	 3398.0	...
12649882	  409.4	  307.5	 3405.0	...
12649883	  409.8	  306.7	 3400.0	...
12649884	  409.8	  306.5	 3398.0	...
12649885	  410.0	  306.7	 3398.0	...
12649886	  410.2	  306.3	 3398.0	...
12649887	  410.7	  306.0	 3396.0	...
12649888	  411.3	  306.4	 3397.0	...
12649889	  411.6	  306.7	 3398.0	...
12649890	  411.9	  307.1	 3403.0	...
12649891	  412.0	  306.7	 3401.0	...
12649892	  411.9	  307.4	 3411.0	...
12649893	  411.9	  307.6	 3421.0	...
12649894	  412.6	  307.7	 3425.0	...
12649895	  413.3	  307.5	 3421.0	...
12649896	  413.9	  307.3	 3417.0	...
12649897	  414.4	  306.5	 3415.0	...
12649898	  417.1	  305.9	 3414.0	...
12649899	  416.5	  305.8	 3419.0	...
12649900	  415.9	  305.9	 3419.0	...
12649901	  415.0	  305.9	 3418.0	...
12649902	  415.5	  305.9	 3412.0	...
12649903	  415.6	  305.9	 3405.0	...
12649904	  415.7	  306.0	 3402.0	...
12649905	  415.4	  306.2	 3405.0	...
12649906	  415.5	  306.6	 3397.0	...
12649907	  415.6	  306.7	 3398.0	...
12649908	  415.9	  306.8	 3398.0	...
12649909	  416.0	  306.9	 3407.0	...
12649910	  416.1	  306.7	 3413.0	...
12649911	  416.7	  306.9	 3415.0	...
12649912	  417.3	  306.3	 3416.0	...
12649913	  417.9	  305.8	 3416.0	...
12649914	  418.2	  305.8	 3420.0	...
12649915	  418.5	  305.0	 3408.0	...
12649916	  419.2	  305.1	 3420.0	...
12649917	  419.5	  305.3	 3433.0	...
12649918	  419.8	  305.6	 3438.0	...
12649919	  420.6	  305.9	 3440.0	...
12649920	  420.7	  306.0	 3437.0	...
12649921	  420.8	  306.0	 3437.0	...
12649922	  420.9	  305.7	 3437.0	...
12649923	  420.7	  305.6	 3444.0	...
12649924	  421.3	  305.6	 3432.0	...
12649925	  421.3	  305.5	 3444.0	...
12649926	  421.3	  305.7	 3442.0	...
12649927	  421.2	  305.6	 3447.0	...
12649928	  421.5	  305.4	 3441.0	...
12649929	  421.8	  305.9	 3435.0	...
12649930	  422.4	  305.2	 3442.0	...
12649931	  422.6	  304.9	 3437.0	...
12649932	  422.3	  304.9	 3437.0	...
12649933	  422.4	  305.2	 3439.0	...
12649934	  422.5	  305.5	 3440.0	...
12649935	  423.0	  305.1	 3440.0	...
12649936	  423.1	  304.8	 3440.0	...
12649937	  423.2	  305.4	 3445.0	...
12649938	  423.2	  305.6	 3443.0	...
12649939	  423.2	  305.7	 3441.0	...
12649940	  424.5	  305.4	 3440.0	...
12649941	  425.5	  305.5	 3440.0	...
12649942	  426.0	  305.4	 3440.0	...
12649943	  426.0	  306.1	 3441.0	...
12649944	  426.0	  306.7	 3447.0	...
12649945	  426.0	  306.1	 3452.0	...
12649946	  426.1	  305.9	 3456.0	...
12649947	  426.0	  305.8	 3455.0	...
12649948	  425.9	  306.3	 3460.0	...
12649949	  425.8	  306.5	 3462.0	...
12649950	  425.6	  306.5	 3463.0	...
12649951	  425.7	  306.4	 3462.0	...
12649952	  425.8	  305.4	 3468.0	...
12649953	  426.3	  305.6	 3467.0	...
12649954	  426.9	  305.7	 3467.0	...
12649955	  426.6	  305.8	 3467.0	...
12649956	  426.7	  306.4	 3468.0	...
12649957	  426.8	  306.4	 3465.0	...
12649958	  427.2	  306.4	 3465.0	...
12649959	  428.0	  306.6	 3465.0	...
12649960	  428.8	  306.7	 3469.0	...
12649961	  429.6	  306.6	 3462.0	...
12649962	  430.0	  306.3	 3464.0	...
12649963	  430.1	  306.7	 3464.0	...
12649964	  430.1	  306.1	 3463.0	...
12649965	  430.3	  306.2	 3459.0	...
12649966	  430.2	  306.4	 3460.0	...
12649967	  430.0	  306.6	 3461.0	...
12649968	  430.1	  306.5	 3462.0	...
12649969	  430.2	  307.1	 3463.0	...
12649970	  430.1	  307.3	 3463.0	...
12649971	  430.7	  307.4	 3464.0	...
12649972	  430.6	  307.5	 3465.0	...
12649973	  430.6	  307.6	 3485.0	...
12649974	  431.0	  306.9	 3477.0	...
12649975	  431.5	  306.7	 3482.0	...
12649976	  431.5	  306.5	 3480.0	...
12649977	  431.2	  307.8	 3479.0	...
12649978	  431.8	  307.5	 3478.0	...
12649979	  432.5	  307.5	 3478.0	...
12649980	  432.6	  307.5	 3475.0	...
12649981	  432.7	  307.8	 3476.0	...
12649982	  433.1	  307.3	 3465.0	...
12649983	  433.9	  307.4	 3463.0	...
12649984	  434.2	  307.0	 3462.0	...
12649985	  434.2	  307.4	 3466.0	...
12649986	  434.3	  307.5	 3465.0	...
12649987	  435.3	  307.5	 3466.0	...
12649988	  435.4	  307.5	 3468.0	...
12649989	  435.1	  307.8	 3472.0	...
12649990	  435.9	  307.5	 3471.0	...
12649991	  436.8	  307.2	 3473.0	...
12649992	  436.8	  307.2	 3476.0	...
12649993	  436.8	  306.7	 3473.0	...
12649994	  436.8	  306.9	 3473.0	...
12649995	  436.8	  307.0	 3475.0	...
12649996	  436.8	  307.3	 3475.0	...
12649997	  437.1	  307.6	 3474.0	...
12649998	  437.4	  307.5	 3477.0	...
12649999	  437.5	  307.4	 3479.0	...
12650000	  437.6	  307.6	 3478.0	...
12650001	  437.7	  307.9	 3489.0	...
12650002	  437.7	  307.5	 3486.0	...
12650003	  438.7	  307.6	 3484.0	...
12650004	  438.9	  307.7	 3478.0	...
12650005	  439.1	  307.0	 3477.0	...
12650006	  439.8	  307.6	 3477.0	...
12650007	  440.5	  306.4	 3466.0	...
12650008	  440.7	  306.9	 3468.0	...
12650009	  441.0	  306.7	 3471.0	...
12650010	  441.8	  307.4	 3471.0	...
12650011	  441.9	  307.2	 3472.0	...
12650012	  442.0	  307.4	 3475.0	...
12650013	  442.1	  307.1	 3477.0	...
12650014	  442.0	  306.8	 3481.0	...
12650015	  442.5	  306.7	 3485.0	...
12650016	  442.5	  307.3	 3485.0	...
12650017	  442.5	  306.5	 3486.0	...
12650018	  443.6	  306.5	 3494.0	...
12650019	  443.4	  306.9	 3496.0	...
12650020	  443.4	  307.0	 3494.0	...
12650021	  443.2	  307.1	 3499.0	...
12650022	  444.5	  306.0	 3495.0	...
12650023	  444.5	  306.4	 3499.0	...
12650024	  444.9	  306.3	 3501.0	...
12650025	  445.0	  306.3	 3500.0	...
12650026	  445.0	  306.7	 3500.0	...
12650027	  445.0	  307.1	 3507.0	...
12650028	  443.7	  307.3	 3510.0	...
12650029	  443.8	  307.4	 3509.0	...
12650030	  444.0	  307.4	 3509.0	...
12650031	  444.5	  307.1	 3509.0	...
12650032	  444.7	  306.8	 3508.0	...
12650033	  444.7	  307.3	 3505.0	...
12650034	  445.0	  306.8	 3503.0	...
12650035	  445.4	  306.3	 3489.0	...
12650036	  446.1	  304.7	 3485.0	...
12650037	  446.1	  305.6	 3487.0	...
12650038	  446.2	  306.4	 3486.0	...
12650039	  446.6	  305.7	 3485.0	...
12650040	  446.6	  306.2	 3500.0	...
12650041	  447.0	  306.1	 3516.0	...
12650042	  447.4	  306.5	 3512.0	...
12650043	  448.2	  306.1	 3509.0	...
12650044	  448.3	  306.0	 3519.0	...
12650045	  448.3	  306.1	 3511.0	...
12650046	  449.7	  306.1	 3503.0	...
12650047	  449.6	  306.1	 3502.0	...
12650048	  449.8	  306.7	 3501.0	...
12650049	  449.9	  306.2	 3493.0	...
12650050	  450.0	  306.9	 3489.0	...
12650051	  450.1	  306.5	 3486.0	...
12650052	  449.9	  306.9	 3492.0	...
12650053	  450.4	  306.8	 3497.0	...
12650054	  450.4	  307.1	 3497.0	...
12650055	  450.4	  307.3	 3496.0	...
12650056	  450.6	  307.4	 3502.0	...
12650057	  450.7	  307.3	 3498.0	...
12650058	  450.7	  308.0	 3495.0	...
12650059	  450.6	  308.2	 3492.0	...
12650060	  450.6	  308.0	 3490.0	...
12650061	  450.7	  308.1	 3492.0	...
12650062	  450.6	  308.3	 3495.0	...
12650063	  450.5	  308.3	 3495.0	...
12650064	  450.6	  307.9	 3495.0	...
12650065	  450.7	  308.1	 3496.0	...
12650066	  450.7	  308.1	 3497.0	...
12650067	  450.7	  308.0	 3498.0	...
12650068	  451.1	  308.0	 3499.0	...
12650069	  451.2	  307.5	 3499.0	...
12650070	  451.3	  307.5	 3497.0	...
12650071	  452.1	  308.0	 3497.0	...
12650072	  452.9	  308.0	 3497.0	...
12650073	  453.1	  307.7	 3499.0	...
12650074	  453.2	  307.7	 3493.0	...
12650075	  454.4	  307.7	 3495.0	...
12650076	  455.0	  307.5	 3498.0	...
12650077	  455.0	  307.9	 3504.0	...
12650078	  455.5	  307.1	 3506.0	...
12650079	  455.6	  306.6	 3509.0	...
12650080	  455.7	  306.4	 3515.0	...
12650081	  456.0	  306.4	 3508.0	...
12650082	  456.4	  306.4	 3506.0	...
12650083	  456.5	  306.4	 3504.0	...
12650084	  456.5	  306.5	 3500.0	...
12650085	  456.2	  306.6	 3497.0	...
12650086	  456.2	  306.8	 3492.0	...
12650087	  456.3	  306.8	 3492.0	...
12650088	  456.0	  306.9	 3491.0	...
12650089	  456.2	  307.1	 3499.0	...
12650090	  456.2	  307.3	 3506.0	...
12650091	  456.3	  307.9	 3506.0	...
12650092	  456.4	  308.0	 3503.0	...
12650093	  456.6	  308.1	 3501.0	...
12650094	  456.6	  308.1	 3500.0	...
12650095	  456.6	  309.6	 3504.0	...
12650096	  456.8	  309.1	 3504.0	...
12650097	  456.7	  308.5	 3504.0	...
12650098	  456.9	  308.2	 3506.0	...
12650099	  457.2	  307.9	 3508.0	...
12650100	  457.4	  307.6	 3508.0	...
12650101	  457.6	  307.6	 3508.0	...
12650102	  457.8	  307.7	 3508.0	...
12650103	  458.0	  307.2	 3507.0	...
12650104	  459.0	  306.8	 3507.0	...
12650105	  459.2	  307.4	 3509.0	...
12650106	  459.4	  308.0	 3510.0	...
12650107	  459.5	  307.6	 3507.0	...
12650108	  459.7	  307.2	 3509.0	...
12650109	  459.9	  307.5	 3508.0	...
12650110	  460.2	  307.1	 3507.0	...
12650111	  460.5	  307.7	 3508.0	...
12650112	  460.2	  307.6	 3508.0	...
12650113	  460.5	  307.4	 3507.0	...
12650114	  460.5	  307.4	 3506.0	...
12650115	  460.5	  307.3	 3507.0	...
12650116	  460.1	  307.4	 3504.0	...
12650117	  460.1	  307.4	 3508.0	...
12650118	  460.1	  307.5	 3512.0	...
12650119	  460.0	  307.5	 3514.0	...
12650120	  460.5	  307.0	 3513.0	...
12650121	  460.7	  306.5	 3513.0	...
12650122	  460.9	  306.6	 3510.0	...
12650123	  462.3	  306.6	 3496.0	...
12650124	  462.4	  306.4	 3506.0	...
12650125	  462.4	  306.4	 3508.0	...
12650126	  462.1	  306.5	 3510.0	...
12650127	  462.7	  306.6	 3507.0	...
12650128	  463.2	  306.6	 3504.0	...
12650129	  463.1	  306.8	 3506.0	...
12650130	  463.0	  307.0	 3508.0	...
12650131	  463.0	  306.5	 3504.0	...
12650132	  463.6	  306.4	 3500.0	...
12650133	  464.1	  306.5	 3503.0	...
12650134	  464.3	  305.8	 3500.0	...
12650135	  464.6	  305.8	 3498.0	...
12650136	  465.0	  306.0	 3495.0	...
12650137	  465.5	  305.8	 3496.0	...
12650138	  466.2	  305.6	 3496.0	...
12650139	  466.4	  305.4	 3500.0	...
12650140	  466.5	  305.3	 3498.0	...
12650141	  466.6	  305.6	 3496.0	...
12650142	  466.7	  305.8	 3492.0	...
12650143	  466.8	  305.9	 3494.0	...
12650144	  467.0	  306.1	 3487.0	...
12650145	  467.1	  305.9	 3491.0	...
12650146	  467.2	  305.8	 3487.0	...
12650147	  467.8	  305.8	 3486.0	...
12650148	  468.3	  306.2	 3487.0	...
12650149	  468.3	  305.7	 3470.0	...
12650150	  468.2	  305.7	 3454.0	...
12650151	  468.0	  305.8	 3459.0	...
12650152	  467.9	  306.3	 3464.0	...
12650153	  467.8	  306.6	 3468.0	...
12650154	  467.9	  306.0	 3463.0	...
12650155	  468.1	  306.3	 3463.0	...
12650156	  468.2	  306.6	 3465.0	...
12650157	  468.2	  306.9	 3468.0	...
12650158	  468.4	  307.1	 3474.0	...
12650159	  468.7	  307.1	 3481.0	...
12650160	  468.7	  307.0	 3480.0	...
12650161	  468.8	  307.0	 3478.0	...
12650162	  470.0	  306.5	 3473.0	...
12650163	  470.0	  306.5	 3472.0	...
12650164	  470.3	  306.3	 3473.0	...
12650165	  470.4	  306.1	 3472.0	...
12650166	  470.2	  306.9	 3478.0	...
12650167	  470.6	  306.7	 3471.0	...
12650168	  471.0	  306.6	 3472.0	...
12650169	  471.2	  306.7	 3471.0	...
12650170	  470.8	  306.9	 3481.0	...
12650171	  471.1	  307.3	 3478.0	...
12650172	  471.3	  306.9	 3475.0	...
12650173	  471.5	  306.4	 3475.0	...
12650174	  471.6	  307.0	 3476.0	...
12650175	  471.6	  306.9	 3468.0	...
12650176	  472.6	  307.2	 3474.0	...
12650177	  473.0	  306.8	 3480.0	...
12650178	  473.5	  307.0	 3488.0	...
12650179	  474.1	  307.0	 3482.0	...
12650180	  474.7	  307.0	 3475.0	...
12650181	  474.7	  307.0	 3470.0	...
12650182	  475.7	  306.5	 3469.0	...
12650183	  476.1	  306.7	 3470.0	...
12650184	  476.2	  307.0	 3471.0	...
12650185	  476.1	  307.3	 3473.0	...
12650186	  476.2	  307.5	 3484.0	...
12650187	  476.1	  307.4	 3486.0	...
12650188	  475.9	  307.3	 3484.0	...
12650189	  476.0	  307.5	 3482.0	...
12650190	  476.0	  307.4	 3487.0	...
12650191	  476.1	  307.5	 3489.0	...
12650192	  476.2	  307.3	 3491.0	...
12650193	  476.4	  307.4	 3497.0	...
12650194	  476.6	  307.2	 3490.0	...
12650195	  476.9	  307.6	 3484.0	...
12650196	  476.9	  308.0	 3482.0	...
12650197	  476.7	  307.7	 3483.0	...
12650198	  476.6	  307.7	 3483.0	...
12650199	  476.5	  307.6	 3484.0	...
12650200	  476.9	  307.5	 3490.0	...
12650201	  476.8	  307.5	 3491.0	...
12650202	  477.4	  307.4	 3490.0	...
12650203	  477.4	  307.5	 3488.0	...
12650204	  477.4	  307.3	 3487.0	...
12650205	  478.0	  307.6	 3488.0	...
12650206	  478.2	  307.9	 3482.0	...
12650207	  478.4	  307.8	 3477.0	...
12650208	  479.0	  307.9	 3474.0	...
12650209	  478.8	  308.0	 3476.0	...
12650210	  479.1	  307.9	 3472.0	...
12650211	  479.4	  307.8	 3469.0	...
12650212	  479.3	  308.0	 3472.0	...
12650213	  479.7	  307.9	 3474.0	...
12650214	  479.7	  307.9	 3474.0	...
12650215	  479.8	  308.0	 3477.0	...
12650216	  480.0	  308.0	 3476.0	...
12650217	  480.1	  307.9	 3480.0	...
12650218	  480.2	  308.1	 3479.0	...
12650219	  480.5	  308.0	 3478.0	...
12650220	  480.8	  308.5	 3475.0	...
12650221	  480.9	  308.4	 3475.0	...
12650222	  480.9	  308.8	 3476.0	...
12650223	  481.1	  308.8	 3458.0	...
12650224	  481.2	  308.7	 3457.0	...
12650225	  481.6	  308.5	 3459.0	...
12650226	  482.1	  308.3	 3460.0	...
12650227	  482.7	  307.9	 3459.0	...
12650228	  482.7	  308.4	 3459.0	...
12650229	  483.1	  307.8	 3457.0	...
12650230	  483.2	  307.8	 3455.0	...
12650231	  483.3	  307.8	 3456.0	...
12650232	  483.2	  308.4	 3457.0	...
12650233	  483.4	  308.6	 3452.0	...
12650234	  483.5	  308.7	 3451.0	...
12650235	  483.9	  309.0	 3449.0	...
12650236	  484.3	  308.9	 3453.0	...
12650237	  484.4	  308.9	 3458.0	...
12650238	  484.4	  308.6	 3460.0	...
12650239	  484.5	  309.3	 3458.0	...
12650240	  484.6	  308.9	 3459.0	...
12650241	  484.7	  308.8	 3459.0	...
12650242	  486.5	  308.7	 3459.0	...
12650243	  486.7	  308.9	 3458.0	...
12650244	  486.7	  308.9	 3454.0	...
12650245	  486.3	  308.9	 3462.0	...
12650246	  486.4	  310.0	 3464.0	...
12650247	  486.5	  310.1	 3466.0	...
12650248	  487.0	  310.1	 3462.0	...
12650249	  487.8	  310.1	 3459.0	...
12650250	  487.8	  310.0	 3459.0	...
12650251	  488.0	  310.0	 3457.0	...
12650252	  488.2	  310.0	 3455.0	...
12650253	  488.5	  309.9	 3450.0	...
12650254	  488.7	  309.8	 3448.0	...
12650255	  489.0	  310.2	 3448.0	...
12650256	  489.3	  310.2	 3447.0	...
12650257	  489.3	  310.4	 3447.0	...
12650258	  489.5	  310.4	 3446.0	...
12650259	  489.8	  310.4	 3445.0	...
12650260	  489.9	  310.3	 3444.0	...
12650261	  490.1	  310.2	 3441.0	...
12650262	  490.8	  310.2	 3438.0	...
12650263	  491.1	  309.4	 3429.0	...
12650264	  491.5	  309.5	 3428.0	...
12650265	  491.8	  309.5	 3427.0	...
12650266	  492.1	  309.7	 3427.0	...
12650267	  492.2	  309.9	 3427.0	...
12650268	  492.3	  309.8	 3417.0	...
12650269	  492.2	  309.7	 3425.0	...
12650270	  493.1	  309.4	 3418.0	...
12650271	  493.4	  309.3	 3412.0	...
12650272	  493.3	  309.4	 3416.0	...
12650273	  493.8	  309.6	 3418.0	...
12650274	  494.0	  309.7	 3420.0	...
12650275	  494.2	  309.2	 3420.0	...
12650276	  493.9	  309.5	 3416.0	...
12650277	  493.8	  309.9	 3419.0	...
12650278	  493.7	  309.9	 3421.0	...
12650279	  493.9	  310.4	 3425.0	...
12650280	  494.0	  310.9	 3427.0	...
12650281	  494.1	  310.1	 3425.0	...
12650282	  494.2	  310.3	 3423.0	...
12650283	  494.2	  310.0	 3419.0	...
12650284	  494.5	  310.1	 3419.0	...
12650285	  494.8	  309.8	 3419.0	...
12650286	  495.4	  310.1	 3413.0	...
12650287	  495.6	  309.9	 3411.0	...
12650288	  495.8	  310.3	 3409.0	...
12650289	  495.9	  310.2	 3398.0	...
12650290	  496.1	  310.5	 3400.0	...
12650291	  496.1	  310.8	 3394.0	...
12650292	  496.2	  310.2	 3393.0	...
12650293	  496.6	  310.3	 3394.0	...
12650294	  496.8	  310.3	 3394.0	...
12650295	  496.9	  310.6	 3396.0	...
12650296	  496.9	  310.5	 3393.0	...
12650297	  497.2	  310.5	 3396.0	...
12650298	  497.4	  310.5	 3398.0	...
12650299	  497.5	  310.5	 3399.0	...
12650300	  497.8	  310.1	 3393.0	...
12650301	  498.1	  310.3	 3388.0	...
12650302	  498.2	  310.5	 3387.0	...
12650303	  498.3	  310.5	 3390.0	...
12650304	  498.6	  310.5	 3389.0	...
12650305	  498.9	  310.4	 3391.0	...
12650306	  499.3	  310.4	 3388.0	...
12650307	  500.8	  310.3	 3387.0	...
12650308	  500.9	  310.0	 3387.0	...
12650309	  500.9	  309.9	 3387.0	...
12650310	  500.9	  310.1	 3387.0	...
12650311	  500.9	  310.2	 3373.0	...
12650312	  501.6	  310.4	 3374.0	...
12650313	  501.6	  310.3	 3369.0	...
12650314	  501.7	  310.4	 3372.0	...
12650315	  501.7	  310.5	 3375.0	...
12650316	  501.8	  310.8	 3376.0	...
12650317	  502.0	  310.3	 3372.0	...
12650318	  502.2	  310.2	 3375.0	...
12650319	  502.4	  310.0	 3379.0	...
12650320	  502.5	  310.0	 3368.0	...
12650321	  502.5	  310.2	 3364.0	...
12650322	  502.7	  310.3	 3360.0	...
12650323	  502.9	  310.6	 3360.0	...
12650324	  503.1	  310.7	 3359.0	...
12650325	  503.3	  310.9	 3353.0	...
12650326	  503.6	  310.9	 3346.0	...
12650327	  504.0	  310.7	 3345.0	...
12650328	  504.2	  311.4	 3344.0	...
12650329	  504.2	  310.8	 3344.0	...
12650330	  504.7	  310.8	 3347.0	...
12650331	  505.2	  310.8	 3345.0	...
